config,model_path,module_id,phase,flow_step,tensor_role,attention_kind,calls,total_elements,protected_elements,fp_sidepath_ratio
,,expert.layer.7.pv,denoise,6,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.pv,denoise,6,B,cross,1465,248932800,4662624,0.0187304525558705
,,expert.layer.7.pv,denoise,6,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.pv,denoise,7,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.pv,denoise,7,B,cross,1465,248932800,4662393,0.018729524594589382
,,expert.layer.7.pv,denoise,7,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.pv,denoise,8,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.pv,denoise,8,B,cross,1465,248932800,4662894,0.018731537185939336
,,expert.layer.7.pv,denoise,8,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.pv,denoise,9,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.pv,denoise,9,B,cross,1465,248932800,4662876,0.01873146487726808
,,expert.layer.7.pv,denoise,9,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,0,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,0,B,cross,1465,248932800,7121451,0.02860792551242745
,,expert.layer.7.qk,denoise,0,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.qk,denoise,1,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,1,B,cross,1465,248932800,7112853,0.02857338607045757
,,expert.layer.7.qk,denoise,1,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.qk,denoise,2,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,2,B,cross,1465,248932800,7101186,0.028526518000038564
,,expert.layer.7.qk,denoise,2,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.qk,denoise,3,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,3,B,cross,1465,248932800,7095897,0.028505271302134552
,,expert.layer.7.qk,denoise,3,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.qk,denoise,4,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,4,B,cross,1465,248932800,7092612,0.028492074969630358
,,expert.layer.7.qk,denoise,4,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.qk,denoise,5,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,5,B,cross,1465,248932800,7088337,0.02847490166020709
,,expert.layer.7.qk,denoise,5,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.qk,denoise,6,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,6,B,cross,1465,248932800,7088760,0.028476600913981603
,,expert.layer.7.qk,denoise,6,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.qk,denoise,7,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,7,B,cross,1465,248932800,7090803,0.028484807948169145
,,expert.layer.7.qk,denoise,7,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.qk,denoise,8,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,8,B,cross,1465,248932800,7094460,0.02849949865987929
,,expert.layer.7.qk,denoise,8,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.7.qk,denoise,9,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.7.qk,denoise,9,B,cross,1465,248932800,7095852,0.02850509053045641
,,expert.layer.7.qk,denoise,9,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.8.pv,denoise,0,A,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.pv,denoise,0,B,self,1465,319252800,6868329,0.021513762761047044
,,expert.layer.8.pv,denoise,0,O,self,1465,70320000,1098750,0.015625
,,expert.layer.8.pv,denoise,1,A,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.pv,denoise,1,B,self,1465,319252800,6875028,0.02153474613221873
,,expert.layer.8.pv,denoise,1,O,self,1465,70320000,1098750,0.015625
,,expert.layer.8.pv,denoise,2,A,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.pv,denoise,2,B,self,1465,319252800,6877209,0.021541577708950398
,,expert.layer.8.pv,denoise,2,O,self,1465,70320000,1098750,0.015625
,,expert.layer.8.pv,denoise,3,A,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.pv,denoise,3,B,self,1465,319252800,6872778,0.0215276984258243
,,expert.layer.8.pv,denoise,3,O,self,1465,70320000,1098750,0.015625
,,expert.layer.8.pv,denoise,4,A,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.pv,denoise,4,B,self,1465,319252800,6876006,0.021537809535264844
,,expert.layer.8.pv,denoise,4,O,self,1465,70320000,1098750,0.015625
,,expert.layer.8.pv,denoise,5,A,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.pv,denoise,5,B,self,1465,319252800,6870534,0.02152066951331359
,,expert.layer.8.pv,denoise,5,O,self,1465,70320000,1098750,0.015625
,,expert.layer.8.pv,denoise,6,A,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.pv,denoise,6,B,self,1465,319252800,6875394,0.02153589255912556
,,expert.layer.8.pv,denoise,6,O,self,1465,70320000,1098750,0.015625
,,expert.layer.8.pv,denoise,7,A,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.pv,denoise,7,B,self,1465,319252800,6858606,0.021483307272481243
,,expert.layer.8.pv,denoise,7,O,self,1465,70320000,1098750,0.015625
,,expert.layer.8.pv,denoise,8,A,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.pv,denoise,8,B,self,1465,319252800,6838773,0.0214211840898498
,,expert.layer.8.pv,denoise,8,O,self,1465,70320000,1098750,0.015625
,,expert.layer.8.pv,denoise,9,A,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.pv,denoise,9,B,self,1465,319252800,6832128,0.02140036986363158
,,expert.layer.8.pv,denoise,9,O,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,0,A,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,0,B,self,1465,319252800,8157102,0.025550604411300387
,,expert.layer.8.qk,denoise,0,O,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.qk,denoise,1,A,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,1,B,self,1465,319252800,8148966,0.025525119904978123
,,expert.layer.8.qk,denoise,1,O,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.qk,denoise,2,A,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,2,B,self,1465,319252800,8125659,0.02545211506367368
,,expert.layer.8.qk,denoise,2,O,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.qk,denoise,3,A,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,3,B,self,1465,319252800,8108811,0.025399341838192178
,,expert.layer.8.qk,denoise,3,O,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.qk,denoise,4,A,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,4,B,self,1465,319252800,8096079,0.02535946121694156
,,expert.layer.8.qk,denoise,4,O,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.qk,denoise,5,A,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,5,B,self,1465,319252800,8094987,0.025356040730104796
,,expert.layer.8.qk,denoise,5,O,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.qk,denoise,6,A,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,6,B,self,1465,319252800,8088240,0.02533490700786336
,,expert.layer.8.qk,denoise,6,O,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.qk,denoise,7,A,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,7,B,self,1465,319252800,8116179,0.025422420727398476
,,expert.layer.8.qk,denoise,7,O,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.qk,denoise,8,A,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,8,B,self,1465,319252800,8157402,0.02555154410548631
,,expert.layer.8.qk,denoise,8,O,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.8.qk,denoise,9,A,self,1465,70320000,1098750,0.015625
,,expert.layer.8.qk,denoise,9,B,self,1465,319252800,8195367,0.02567046240471501
,,expert.layer.8.qk,denoise,9,O,self,1465,249416250,2197500,0.00881057268722467
,,expert.layer.9.pv,denoise,0,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.pv,denoise,0,B,cross,1465,248932800,4561860,0.018325668614180213
,,expert.layer.9.pv,denoise,0,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.pv,denoise,1,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.pv,denoise,1,B,cross,1465,248932800,4561521,0.018324306800871562
,,expert.layer.9.pv,denoise,1,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.pv,denoise,2,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.pv,denoise,2,B,cross,1465,248932800,4560012,0.018318244923931276
,,expert.layer.9.pv,denoise,2,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.pv,denoise,3,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.pv,denoise,3,B,cross,1465,248932800,4559445,0.01831596720078672
,,expert.layer.9.pv,denoise,3,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.pv,denoise,4,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.pv,denoise,4,B,cross,1465,248932800,4558236,0.018311110468367368
,,expert.layer.9.pv,denoise,4,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.pv,denoise,5,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.pv,denoise,5,B,cross,1465,248932800,4557591,0.018308519407647366
,,expert.layer.9.pv,denoise,5,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.pv,denoise,6,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.pv,denoise,6,B,cross,1465,248932800,4555863,0.018301577775206804
,,expert.layer.9.pv,denoise,6,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.pv,denoise,7,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.pv,denoise,7,B,cross,1465,248932800,4555293,0.018299288000617035
,,expert.layer.9.pv,denoise,7,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.pv,denoise,8,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.pv,denoise,8,B,cross,1465,248932800,4554888,0.018297661055513777
,,expert.layer.9.pv,denoise,8,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.pv,denoise,9,A,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.pv,denoise,9,B,cross,1465,248932800,4554177,0.01829480486299917
,,expert.layer.9.pv,denoise,9,O,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,0,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,0,B,cross,1465,248932800,6906870,0.02774592179094117
,,expert.layer.9.qk,denoise,0,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.qk,denoise,1,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,1,B,cross,1465,248932800,6908145,0.027751043655155128
,,expert.layer.9.qk,denoise,1,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.qk,denoise,2,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,2,B,cross,1465,248932800,6907362,0.027747898227955495
,,expert.layer.9.qk,denoise,2,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.qk,denoise,3,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,3,B,cross,1465,248932800,6905082,0.027738739129596422
,,expert.layer.9.qk,denoise,3,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.qk,denoise,4,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,4,B,cross,1465,248932800,6904287,0.027735545496615954
,,expert.layer.9.qk,denoise,4,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.qk,denoise,5,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,5,B,cross,1465,248932800,6902757,0.027729399259559206
,,expert.layer.9.qk,denoise,5,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.qk,denoise,6,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,6,B,cross,1465,248932800,6898356,0.02771171978943715
,,expert.layer.9.qk,denoise,6,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.qk,denoise,7,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,7,B,cross,1465,248932800,6886431,0.027663815294730144
,,expert.layer.9.qk,denoise,7,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.qk,denoise,8,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,8,B,cross,1465,248932800,6878631,0.02763248153718594
,,expert.layer.9.qk,denoise,8,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layer.9.qk,denoise,9,A,cross,1465,70320000,1098750,0.015625
,,expert.layer.9.qk,denoise,9,B,cross,1465,248932800,6872400,0.027607450685486205
,,expert.layer.9.qk,denoise,9,O,cross,1465,194478750,1098750,0.005649717514124294
,,expert.layers.0.mlp.down_proj,denoise,0,activation,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.down_proj,denoise,0,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.down_proj,denoise,0,weight_runtime_mask,unknown,1465,2160230400,42765296,0.019796636506920744
,,expert.layers.0.mlp.down_proj,denoise,1,activation,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.down_proj,denoise,1,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.down_proj,denoise,1,weight_runtime_mask,unknown,1465,2160230400,42765542,0.01979675038366278
,,expert.layers.0.mlp.down_proj,denoise,2,activation,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.down_proj,denoise,2,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.down_proj,denoise,2,weight_runtime_mask,unknown,1465,2160230400,42765131,0.019796560126179134
,,expert.layers.0.mlp.down_proj,denoise,3,activation,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.down_proj,denoise,3,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.down_proj,denoise,3,weight_runtime_mask,unknown,1465,2160230400,42765504,0.01979673279294653
,,expert.layers.0.mlp.down_proj,denoise,4,activation,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.down_proj,denoise,4,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.down_proj,denoise,4,weight_runtime_mask,unknown,1465,2160230400,42766290,0.019797096643024745
,,expert.layers.0.mlp.down_proj,denoise,5,activation,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.down_proj,denoise,5,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.down_proj,denoise,5,weight_runtime_mask,unknown,1465,2160230400,42765972,0.01979694943650455
,,expert.layers.0.mlp.down_proj,denoise,6,activation,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.down_proj,denoise,6,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.down_proj,denoise,6,weight_runtime_mask,unknown,1465,2160230400,42766274,0.019797089236407377
,,expert.layers.0.mlp.down_proj,denoise,7,activation,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.down_proj,denoise,7,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.down_proj,denoise,7,weight_runtime_mask,unknown,1465,2160230400,42766716,0.019797293844212173
,,expert.layers.0.mlp.down_proj,denoise,8,activation,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.down_proj,denoise,8,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.down_proj,denoise,8,weight_runtime_mask,unknown,1465,2160230400,42767207,0.01979752113478266
,,expert.layers.0.mlp.down_proj,denoise,9,activation,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.down_proj,denoise,9,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.down_proj,denoise,9,weight_runtime_mask,unknown,1465,2160230400,42763348,0.019795734751256164
,,expert.layers.0.mlp.gate_proj,denoise,0,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.gate_proj,denoise,0,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.gate_proj,denoise,0,weight_runtime_mask,unknown,1465,2160230400,42556491,0.019699977835697526
,,expert.layers.0.mlp.gate_proj,denoise,1,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.gate_proj,denoise,1,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.gate_proj,denoise,1,weight_runtime_mask,unknown,1465,2160230400,42560217,0.01970170265171715
,,expert.layers.0.mlp.gate_proj,denoise,2,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.gate_proj,denoise,2,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.gate_proj,denoise,2,weight_runtime_mask,unknown,1465,2160230400,42563844,0.01970338163929181
,,expert.layers.0.mlp.gate_proj,denoise,3,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.gate_proj,denoise,3,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.gate_proj,denoise,3,weight_runtime_mask,unknown,1465,2160230400,42568048,0.01970532772800531
,,expert.layers.0.mlp.gate_proj,denoise,4,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.gate_proj,denoise,4,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.gate_proj,denoise,4,weight_runtime_mask,unknown,1465,2160230400,42569354,0.01970593229314799
,,expert.layers.0.mlp.gate_proj,denoise,5,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.gate_proj,denoise,5,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.gate_proj,denoise,5,weight_runtime_mask,unknown,1465,2160230400,42568466,0.019705521225884055
,,expert.layers.0.mlp.gate_proj,denoise,6,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.gate_proj,denoise,6,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.gate_proj,denoise,6,weight_runtime_mask,unknown,1465,2160230400,42568107,0.019705355039906853
,,expert.layers.0.mlp.gate_proj,denoise,7,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.gate_proj,denoise,7,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.gate_proj,denoise,7,weight_runtime_mask,unknown,1465,2160230400,42567757,0.019705193020151925
,,expert.layers.0.mlp.gate_proj,denoise,8,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.gate_proj,denoise,8,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.gate_proj,denoise,8,weight_runtime_mask,unknown,1465,2160230400,42566827,0.019704762510517396
,,expert.layers.0.mlp.gate_proj,denoise,9,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.gate_proj,denoise,9,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.gate_proj,denoise,9,weight_runtime_mask,unknown,1465,2160230400,42566473,0.019704598639108124
,,expert.layers.0.mlp.up_proj,denoise,0,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.up_proj,denoise,0,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.up_proj,denoise,0,weight_runtime_mask,unknown,1465,2160230400,42574899,0.019708499148979663
,,expert.layers.0.mlp.up_proj,denoise,1,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.up_proj,denoise,1,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.up_proj,denoise,1,weight_runtime_mask,unknown,1465,2160230400,42581236,0.019711432632371066
,,expert.layers.0.mlp.up_proj,denoise,2,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.up_proj,denoise,2,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.up_proj,denoise,2,weight_runtime_mask,unknown,1465,2160230400,42586236,0.019713747200298636
,,expert.layers.0.mlp.up_proj,denoise,3,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.up_proj,denoise,3,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.up_proj,denoise,3,weight_runtime_mask,unknown,1465,2160230400,42589389,0.01971520676683376
,,expert.layers.0.mlp.up_proj,denoise,4,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.up_proj,denoise,4,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.up_proj,denoise,4,weight_runtime_mask,unknown,1465,2160230400,42590948,0.019715928449113577
,,expert.layers.0.mlp.up_proj,denoise,5,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.up_proj,denoise,5,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.up_proj,denoise,5,weight_runtime_mask,unknown,1465,2160230400,42592257,0.019716534402997015
,,expert.layers.0.mlp.up_proj,denoise,6,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.up_proj,denoise,6,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.up_proj,denoise,6,weight_runtime_mask,unknown,1465,2160230400,42592148,0.019716483945416193
,,expert.layers.0.mlp.up_proj,denoise,7,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.up_proj,denoise,7,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.up_proj,denoise,7,weight_runtime_mask,unknown,1465,2160230400,42592119,0.01971647052092221
,,expert.layers.0.mlp.up_proj,denoise,8,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.up_proj,denoise,8,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.up_proj,denoise,8,weight_runtime_mask,unknown,1465,2160230400,42591975,0.0197164038613659
,,expert.layers.0.mlp.up_proj,denoise,9,activation,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.mlp.up_proj,denoise,9,output,unknown,1465,150016000,1465000,0.009765625
,,expert.layers.0.mlp.up_proj,denoise,9,weight_runtime_mask,unknown,1465,2160230400,42586580,0.01971390644257205
,,expert.layers.0.self_attn.k_proj,denoise,0,activation,self,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.k_proj,denoise,0,output,self,1465,23440000,219750,0.009375
,,expert.layers.0.self_attn.k_proj,denoise,0,weight_runtime_mask,self,1465,337536000,6728870,0.019935266164201746
,,expert.layers.0.self_attn.k_proj,denoise,1,activation,self,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.k_proj,denoise,1,output,self,1465,23440000,219750,0.009375
,,expert.layers.0.self_attn.k_proj,denoise,1,weight_runtime_mask,self,1465,337536000,6728984,0.019935603905953735
,,expert.layers.0.self_attn.k_proj,denoise,2,activation,self,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.k_proj,denoise,2,output,self,1465,23440000,219750,0.009375
,,expert.layers.0.self_attn.k_proj,denoise,2,weight_runtime_mask,self,1465,337536000,6729634,0.019937529626469472
,,expert.layers.0.self_attn.k_proj,denoise,3,activation,self,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.k_proj,denoise,3,output,self,1465,23440000,219750,0.009375
,,expert.layers.0.self_attn.k_proj,denoise,3,weight_runtime_mask,self,1465,337536000,6731568,0.01994325938566553
,,expert.layers.0.self_attn.k_proj,denoise,4,activation,self,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.k_proj,denoise,4,output,self,1465,23440000,219750,0.009375
,,expert.layers.0.self_attn.k_proj,denoise,4,weight_runtime_mask,self,1465,337536000,6732238,0.019945244359120214
,,expert.layers.0.self_attn.k_proj,denoise,5,activation,self,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.k_proj,denoise,5,output,self,1465,23440000,219750,0.009375
,,expert.layers.0.self_attn.k_proj,denoise,5,weight_runtime_mask,self,1465,337536000,6732926,0.01994728266021995
,,expert.layers.0.self_attn.k_proj,denoise,6,activation,self,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.k_proj,denoise,6,output,self,1465,23440000,219750,0.009375
,,expert.layers.0.self_attn.k_proj,denoise,6,weight_runtime_mask,self,1465,337536000,6732435,0.01994582800056883
,,expert.layers.0.self_attn.k_proj,denoise,7,activation,self,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.k_proj,denoise,7,output,self,1465,23440000,219750,0.009375
,,expert.layers.0.self_attn.k_proj,denoise,7,weight_runtime_mask,self,1465,337536000,6731279,0.019942403180697763
,,expert.layers.0.self_attn.k_proj,denoise,8,activation,self,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.k_proj,denoise,8,output,self,1465,23440000,219750,0.009375
,,expert.layers.0.self_attn.k_proj,denoise,8,weight_runtime_mask,self,1465,337536000,6730828,0.019941067026924535
,,expert.layers.0.self_attn.k_proj,denoise,9,activation,self,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.k_proj,denoise,9,output,self,1465,23440000,219750,0.009375
,,expert.layers.0.self_attn.k_proj,denoise,9,weight_runtime_mask,self,1465,337536000,6732718,0.01994666642965491
,,expert.layers.0.self_attn.o_proj,denoise,0,activation,unknown,1465,70320000,659250,0.009375
,,expert.layers.0.self_attn.o_proj,denoise,0,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.o_proj,denoise,0,weight_runtime_mask,unknown,1465,1012608000,19594630,0.01935065691758311
,,expert.layers.0.self_attn.o_proj,denoise,1,activation,unknown,1465,70320000,659250,0.009375
,,expert.layers.0.self_attn.o_proj,denoise,1,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.o_proj,denoise,1,weight_runtime_mask,unknown,1465,1012608000,19593476,0.01934951728605739
,,expert.layers.0.self_attn.o_proj,denoise,2,activation,unknown,1465,70320000,659250,0.009375
,,expert.layers.0.self_attn.o_proj,denoise,2,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.o_proj,denoise,2,weight_runtime_mask,unknown,1465,1012608000,19590409,0.019346488473328278
,,expert.layers.0.self_attn.o_proj,denoise,3,activation,unknown,1465,70320000,659250,0.009375
,,expert.layers.0.self_attn.o_proj,denoise,3,output,unknown,1465,52740000,512750,0.009722222222222222
,,expert.layers.0.self_attn.o_proj,denoise,3,weight_runtime_mask,unknown,1465,1012608000,19581619,0.01933780791777272
,,expert.layers.0.self_attn.o_proj,denoise,4,activation,unknown,1465,70320000,659250,0.009375
,,expert.layers.0.self_attn.o_proj,denoise,4,output,unknown,1465,52740000,512750,0.009722222222222222
