config,model_path,module_id,component,layer_idx,operator,phase,flow_step,tensor_role,attention_kind,calls,total_elements_reported,zero_elements_reported,zero_rate_reported,protected_elements,fp_sidepath_ratio,total_elements_native,zero_elements_native,zero_rate_native,total_bits_reported,sparse_bits_reported,sparse_bit_rate_reported,protected_bits,total_bits_native,sparse_bits_native,sparse_bit_rate_native,amplitude_zero_bits_native,amplitude_zero_bit_rate_native,ideal_sparse_upper_bound
,,expert.layer.1.pv,expert,1,pv,denoise,2,A,cross,1465,194478750,72993329,0.37532804483780363,1098750,0.005649717514124294,193380000,71894579,0.3717787723652911,777915000,609860700,0.7839682998785215,4395000,773520000,605465700,0.7827408470369221,605465700,0.7827408470369221,4.602798024210033
,,expert.layer.1.pv,expert,1,pv,denoise,2,B,cross,1465,248932800,4440594,0.017838525095929505,4431642,0.017802563583424923,244501158,8952,3.661332352462723e-05,995731200,531006780,0.5332832595784887,17726568,978004632,513280212,0.5248239069689805,513280212,0.5248239069689805,2.104482979396693
,,expert.layer.1.pv,expert,1,pv,denoise,2,O,cross,1465,70320000,1100918,0.015655830489192266,1098750,0.015625,69221250,2168,3.131986203658558e-05,281280000,148594157,0.528278430745165,4395000,276885000,144199157,0.520790786788739,144199157,0.520790786788739,2.086771231502068
,,expert.layer.1.pv,expert,1,pv,denoise,3,A,cross,1465,194478750,71625047,0.36829240726814627,1098750,0.005649717514124294,193380000,70526297,0.3647031595821698,777915000,607876345,0.7814174363523007,4395000,773520000,603481345,0.7801754899679387,603481345,0.7801754899679387,4.549083265802119
,,expert.layer.1.pv,expert,1,pv,denoise,3,B,cross,1465,248932800,4441278,0.017841272825437227,4432329,0.017805323364377856,244500471,8949,3.660115648611573e-05,995731200,531006711,0.5332831902826787,17729316,978001884,513277395,0.5248225012621754,513277395,0.5248225012621754,2.1044767537524796
,,expert.layer.1.pv,expert,1,pv,denoise,3,O,cross,1465,70320000,1100960,0.015656427758816836,1098750,0.015625,69221250,2210,3.192661213139029e-05,281280000,148609422,0.5283327005119454,4395000,276885000,144214422,0.5208459179803889,144214422,0.5208459179803889,2.0870113341934786
,,expert.layer.1.pv,expert,1,pv,denoise,4,A,cross,1465,194478750,69327164,0.3564768078774673,1098750,0.005649717514124294,193380000,68228414,0.35282042610404385,777915000,604495986,0.7770720271494957,4395000,773520000,600100986,0.7758053909401179,600100986,0.7758053909401179,4.46041055221315
,,expert.layer.1.pv,expert,1,pv,denoise,4,B,cross,1465,248932800,4444245,0.017853191704749232,4435290,0.017817218140799444,244497510,8955,3.662613987357172e-05,995731200,531011202,0.5332877005360482,17741160,977990040,513270042,0.5248213386713018,513270042,0.5248213386713018,2.1044716048565655
,,expert.layer.1.pv,expert,1,pv,denoise,4,O,cross,1465,70320000,1101005,0.01565706769055745,1098750,0.015625,69221250,2255,3.2576701518681044e-05,281280000,148629123,0.5284027410409556,4395000,276885000,144234123,0.5209170702638279,144234123,0.5209170702638279,2.087321292267069
,,expert.layer.1.pv,expert,1,pv,denoise,5,A,cross,1465,194478750,66258462,0.340697695763676,1098750,0.005649717514124294,193380000,65159712,0.33695165994415144,777915000,599901768,0.7711662173887892,4395000,773520000,595506768,0.7698660254421347,595506768,0.7698660254421347,4.34529496099481
,,expert.layer.1.pv,expert,1,pv,denoise,5,B,cross,1465,248932800,4444590,0.017854577620948303,4435635,0.017818604056998515,244497165,8955,3.662619155522724e-05,995731200,531012459,0.533288962924934,17742540,977988660,513269919,0.5248219534570063,513269919,0.5248219534570063,2.104474327623469
,,expert.layer.1.pv,expert,1,pv,denoise,5,O,cross,1465,70320000,1101064,0.015657906712172924,1098750,0.015625,69221250,2314,3.342904093757336e-05,281280000,148640521,0.5284432629408419,4395000,276885000,144245521,0.5209582353684743,144245521,0.5209582353684743,2.087500660342612
,,expert.layer.1.pv,expert,1,pv,denoise,6,A,cross,1465,194478750,62051494,0.31906567684130016,1098750,0.005649717514124294,193380000,60952744,0.315196731823353,777915000,593468005,0.7628956955451431,4395000,773520000,589073005,0.7615485119971042,589073005,0.7615485119971042,4.193725140385182
,,expert.layer.1.pv,expert,1,pv,denoise,6,B,cross,1465,248932800,4443696,0.01785098629027593,4434744,0.01781502477777135,244498056,8952,3.661378804582397e-05,995731200,531010857,0.5332873540569986,17738976,977992224,513271881,0.5248220470513679,513271881,0.5248220470513679,2.1044747421354004
,,expert.layer.1.pv,expert,1,pv,denoise,6,O,cross,1465,70320000,1101085,0.01565820534698521,1098750,0.015625,69221250,2335,3.373241598497571e-05,281280000,148677495,0.5285747120307167,4395000,276885000,144282495,0.5210917709518392,144282495,0.5210917709518392,2.088082725134039
,,expert.layer.1.pv,expert,1,pv,denoise,7,A,cross,1465,194478750,56769379,0.29190530584961083,1098750,0.005649717514124294,193380000,55670629,0.28788204054193817,777915000,585229859,0.7523056619296453,4395000,773520000,580834859,0.7508983077360637,580834859,0.7508983077360637,4.014424755253961
,,expert.layer.1.pv,expert,1,pv,denoise,7,B,cross,1465,248932800,4443054,0.01784840728100114,4434108,0.017812469871386977,244498692,8946,3.6589152795958515e-05,995731200,531009414,0.5332859048707121,17736432,977994768,513272982,0.5248218076356825,513272982,0.5248218076356825,2.1044736818084098
,,expert.layer.1.pv,expert,1,pv,denoise,7,O,cross,1465,70320000,1101087,0.015658233788395905,1098750,0.015625,69221250,2337,3.376130884663308e-05,281280000,148705897,0.528675686149033,4395000,276885000,144310897,0.5211943478339383,144310897,0.5211943478339383,2.0885300653325936
,,expert.layer.1.pv,expert,1,pv,denoise,8,A,cross,1465,194478750,50784645,0.26113210312180635,1098750,0.005649717514124294,193380000,49685895,0.2569339900713621,777915000,575695270,0.7400490670574549,4395000,773520000,571300270,0.7385720731202813,571300270,0.7385720731202813,3.8251460428712862
,,expert.layer.1.pv,expert,1,pv,denoise,8,B,cross,1465,248932800,4442574,0.017846479049767647,4433628,0.01781054164015349,244499172,8946,3.6589080964249646e-05,995731200,531008865,0.5332853535170937,17734512,977996688,513274353,0.5248221791524104,513274353,0.5248221791524104,2.1044753271865013
,,expert.layer.1.pv,expert,1,pv,denoise,8,O,cross,1465,70320000,1101450,0.01566339590443686,1098750,0.015625,69221250,2700,3.900536323744515e-05,281280000,148787250,0.5289649104095563,4395000,276885000,144392250,0.5214881629557397,144392250,0.5214881629557397,2.089812461436569
,,expert.layer.1.pv,expert,1,pv,denoise,9,A,cross,1465,194478750,45531046,0.23411835997506153,1098750,0.005649717514124294,193380000,44432296,0.22976675974764713,777915000,567727138,0.72980613306081,4395000,773520000,563332138,0.7282709406350192,563332138,0.7282709406350192,3.6801363915105627
,,expert.layer.1.pv,expert,1,pv,denoise,9,B,cross,1465,248932800,4438797,0.017831306280249128,4429848,0.017795356819189756,244502952,8949,3.6600785089907624e-05,995731200,531003414,0.5332798791481075,17719392,978011808,513284022,0.5248239518187903,513284022,0.5248239518187903,2.1044831780297293
,,expert.layer.1.pv,expert,1,pv,denoise,9,O,cross,1465,70320000,1101792,0.015668259385665528,1098750,0.015625,69221250,3042,4.394604258085487e-05,281280000,148932524,0.5294813850967008,4395000,276885000,144537524,0.5220128356537913,144537524,0.5220128356537913,2.092106388186806
,,expert.layer.1.qk,expert,1,qk,denoise,0,A,cross,1465,70320000,1099343,0.01563343287827076,1098750,0.015625,69221250,593,8.566733481409248e-06,281280000,150758224,0.5359720705346985,4395000,276885000,146363224,0.5286065478447731,146363224,0.5286065478447731,2.12137015359031
